X	Y	T	realZxx	imagZxx	realZxy	imagZxy	realZyx	imagZyx	realZyy	imagZyy	KR	realZxx_real	imagZxx_real	realZxy_real	imagZxy_real	realZyx_real	imagZyx_real	realZyy_real	imagZyy_real
1000	6000	0.1	8.07E-06	6.00E-06	0.0140205	-0.0127972	-0.00870088	0.00904065	-7.98E-06	-1.88E-05	0.311457215	9.14E-07	6.45E-06	0.0192486	-0.0199032	-0.0190266	0.0200209	-9.39E-06	-1.42E-05
2000	6000	0.1	0.000162627	-4.81E-05	0.0193168	-0.0199115	-0.018893	0.020049	-0.000203248	2.11E-06	0.99918138	1.30E-05	2.04E-05	0.0192283	-0.0199281	-0.0190116	0.0200355	-4.03E-05	-3.76E-05
3000	6000	0.1	-0.000453191	0.000415091	0.0321634	-0.0351171	-0.031889	0.0353147	0.000344112	-0.000467087	2.968105256	4.64E-05	3.52E-05	0.0191144	-0.0199766	-0.0189966	0.0200315	-8.54E-05	-5.13E-05
4000	6000	0.1	0.000202326	-3.02E-05	0.0188871	-0.0200138	-0.0190558	0.0200757	-0.00019299	1.77E-05	0.999543071	3.67E-05	3.25E-05	0.0190074	-0.0200147	-0.0190103	0.0200207	-3.29E-05	-2.96E-05
5000	6000	0.1	1.93E-05	4.63E-05	0.018985	-0.0200405	-0.0190098	0.0200291	-1.22E-05	-3.50E-05	1.000551339	1.40E-05	1.61E-05	0.0189883	-0.020028	-0.0190017	0.0200251	-9.11E-06	-1.16E-05
6000	6000	0.1	-5.84E-07	2.50E-05	0.0188394	-0.0199977	-0.0190119	0.0200144	-5.67E-07	-1.89E-05	0.995448441	5.00E-06	7.11E-06	0.0189896	-0.0200384	-0.0189933	0.0200222	-3.13E-06	-4.47E-06
7000	6000	0.1	-7.70E-05	-2.22E-05	0.0317854	-0.0350669	-0.0319069	0.0349341	2.62E-05	-1.22E-05	2.93985448	1.73E-06	3.28E-06	0.0189831	-0.0200271	-0.0189927	0.0200298	-1.08E-06	-1.80E-06
8000	6000	0.1	8.47E-06	2.43E-07	0.0188298	-0.0199838	-0.0190085	0.0200271	-5.56E-06	-1.33E-06	0.995627446	2.59E-07	1.21E-06	0.0189831	-0.0200271	-0.0189867	0.0200255	-1.24E-07	-5.90E-07
9000	6000	0.1	3.37E-06	-7.80E-06	0.0191063	-0.0200759	-0.0189073	0.0200027	-7.54E-07	-2.56E-06	1.001781398	-4.65E-08	3.80E-07	0.0189831	-0.0200271	-0.0189855	0.0200261	5.03E-08	-1.75E-07
-9000	9000	0.1	-0.000612554	0.000310865	0.0319181	-0.0352256	-0.0320126	0.0351953	0.000543226	-0.00029709	2.969620363	9.13E-08	-1.06E-07	0.0189831	-0.0200271	-0.0189843	0.0200266	-7.69E-08	6.80E-08
-8000	9000	0.1	0.00014509	-7.37E-05	0.0188799	-0.0200343	-0.0188909	0.0200328	-0.000155441	9.25E-05	0.995417929	9.52E-08	-2.73E-07	0.0189843	-0.0200266	-0.0189843	0.0200266	-7.59E-08	1.87E-07
-7000	9000	0.1	1.68E-05	2.51E-06	0.0189897	-0.0200425	-0.0189772	0.0200341	-1.28E-05	2.19E-06	1.000573407	6.66E-08	-6.21E-07	0.0189843	-0.0200266	-0.0189843	0.0200266	-4.45E-08	5.22E-07
-6000	9000	0.1	-2.86E-06	-9.29E-06	0.0191549	-0.0200745	-0.0189719	0.0200233	-3.20E-06	8.35E-06	1.004660809	-2.24E-07	-1.33E-06	0.0189908	-0.0200379	-0.0189843	0.0200266	3.81E-07	1.42E-06
-5000	9000	0.1	3.25E-05	-1.50E-05	0.00341147	-0.003716	-0.0034117	0.00371855	-3.30E-05	1.54E-05	0.033421135	-7.85E-07	-2.00E-06	0.0189915	-0.0200303	-0.0189843	0.0200266	1.24E-06	2.39E-06
-4000	9000	0.1	-0.000178976	7.54E-05	0.0191004	-0.0200226	-0.0191062	0.0200315	0.000176637	-7.52E-05	1.005865306	-1.12E-06	-2.21E-06	0.0189921	-0.0200227	-0.0189831	0.0200271	1.93E-06	3.11E-06
-3000	9000	0.1	-1.27E-05	-1.18E-05	0.018986	-0.0200101	-0.0189883	0.0200421	1.61E-05	2.18E-05	0.999685954	-9.72E-07	-1.87E-06	0.0189978	-0.0200309	-0.0189831	0.0200271	1.96E-06	3.20E-06
-2000	9000	0.1	2.44E-06	-4.49E-06	0.0189904	-0.0200048	-0.0189793	0.020051	1.29E-06	1.15E-05	0.999831029	-5.69E-07	-1.18E-06	0.0189951	-0.0200212	-0.0189876	0.0200287	1.34E-06	2.54E-06
-1000	9000	0.1	1.48E-05	-4.05E-06	0.018983	-0.0200072	-0.0190067	0.020045	-1.43E-05	4.46E-06	1.000191767	-2.16E-07	-5.08E-07	0.0189987	-0.0200196	-0.0189876	0.0200287	6.47E-07	1.32E-06
0	9000	0.1	-9.10E-06	-2.33E-07	0.0157465	-0.0168919	-0.0190324	0.0200756	1.30E-05	-1.29E-06	0.83868831	-6.23E-08	1.03E-07	0.0189987	-0.0200196	-0.0189876	0.0200287	1.51E-07	-4.25E-07
1000	9000	0.1	-1.03E-07	6.77E-06	0.0189482	-0.0208106	-0.0254729	0.0274574	-2.11E-07	-8.59E-06	1.383930423	2.02E-07	8.73E-07	0.0189975	-0.0200201	-0.0189864	0.0200292	-6.68E-07	-2.04E-06
2000	9000	0.1	4.67E-06	8.23E-06	0.0157556	-0.0169102	-0.0190312	0.0200909	-1.68E-06	-1.36E-05	0.83957043	7.13E-07	1.64E-06	0.0189969	-0.0200277	-0.0189876	0.0200287	-1.64E-06	-3.04E-06
3000	9000	0.1	5.70E-05	6.62E-06	0.0190949	-0.0200326	-0.0189429	0.0200174	-2.58E-05	-2.34E-05	1.001669459	1.12E-06	2.13E-06	0.0189912	-0.0200196	-0.0189831	0.0200271	-2.06E-06	-3.27E-06
4000	9000	0.1	6.12E-05	-1.78E-05	0.00865472	-0.00897886	-0.0137494	0.0129043	-0.000329382	0.000116758	0.308756004	1.13E-06	2.12E-06	0.0189894	-0.0200277	-0.0189843	0.0200266	-1.72E-06	-2.75E-06
5000	9000	0.1	-3.52E-05	4.34E-06	0.0189269	-0.0198183	-0.0239623	0.0245661	2.96E-07	-5.08E-06	1.234712262	7.51E-07	1.63E-06	0.0189903	-0.0200308	-0.0189843	0.0200266	-9.62E-07	-1.77E-06
6000	9000	0.1	-0.000137459	6.61E-05	0.0188725	-0.0198845	-0.0240961	0.0246704	0.000578381	-0.000246171	1.241454753	2.99E-07	1.00E-06	0.0189855	-0.0200261	-0.0189843	0.0200266	-3.29E-07	-9.02E-07
7000	9000	0.1	-3.62E-05	4.85E-06	0.0125452	-0.0136599	-0.019085	0.0201407	0.00018236	-8.75E-05	0.675806269	6.11E-08	5.10E-07	0.0189843	-0.0200266	-0.0189843	0.0200266	-7.65E-08	-3.67E-07
8000	9000	0.1	6.50E-05	-0.000121859	0.0253873	-0.0282976	-0.0253042	0.0281769	-7.80E-05	5.70E-05	1.89072916	-2.23E-08	2.43E-07	0.0189843	-0.0200266	-0.0189843	0.0200266	8.69E-09	-1.56E-07
9000	9000	0.1	2.70E-06	-2.02E-06	0.0188321	-0.0199949	-0.0189993	0.0200249	-1.83E-05	-9.63E-08	0.995720638	-4.38E-08	1.00E-07	0.0189831	-0.0200271	-0.0189843	0.0200266	3.20E-08	-6.02E-08
-9000	-9000	0.2	-2.61E-06	2.52E-06	0.0131681	-0.0124339	-0.0131884	0.0124363	1.70E-05	-4.36E-06	0.999012508	1.06E-05	4.20E-06	0.0131876	-0.0124367	-0.013189	0.0124383	-1.68E-05	3.21E-07
-8000	-9000	0.2	9.30E-06	7.58E-06	0.0131239	-0.0124179	-0.0132035	0.0124483	-1.54E-05	-1.91E-06	0.997692249	1.47E-05	3.51E-06	0.0131877	-0.0124366	-0.0131889	0.0124385	-2.24E-05	1.39E-06
-7000	-9000	0.2	1.82E-05	1.06E-05	0.0154332	-0.0148538	-0.01547	0.0148781	-3.19E-05	-3.19E-06	1.399585374	1.94E-05	2.46E-06	0.0131878	-0.0124364	-0.0131774	0.01244	-2.97E-05	3.13E-06
-6000	-9000	0.2	2.74E-05	1.17E-05	0.0154552	-0.0148522	-0.015456	0.014866	-3.61E-05	5.22E-06	1.398763115	2.39E-05	1.31E-06	0.0131991	-0.0124352	-0.0131771	0.0124404	-3.78E-05	6.14E-06
-5000	-9000	0.2	1.95E-05	3.61E-06	0.0131565	-0.0124158	-0.0131916	0.012447	-2.37E-05	6.36E-06	0.997916697	2.70E-05	4.25E-07	0.0132115	-0.0124454	-0.0131657	0.0124418	-4.52E-05	9.20E-06
-4000	-9000	0.2	1.42E-05	-1.09E-06	0.0132222	-0.0124532	-0.0131605	0.0124324	-2.59E-05	-9.59E-06	0.999867956	2.65E-05	8.18E-08	0.0132225	-0.0124444	-0.0131643	0.0124402	-4.96E-05	1.09E-05
-3000	-9000	0.2	2.01E-05	6.00E-06	0.0132076	-0.0124652	-0.0132882	0.0124646	-5.54E-05	-2.74E-05	1.005211163	2.16E-05	1.20E-07	0.0132458	-0.0124539	-0.0131537	0.0124406	-4.70E-05	1.03E-05
-2000	-9000	0.2	2.13E-05	7.07E-06	0.0131055	-0.012443	-0.0131746	0.0124252	-5.50E-05	-9.38E-06	0.993472167	1.41E-05	2.07E-07	0.013267	-0.0124626	-0.0131432	0.0124409	-3.51E-05	7.70E-06
-1000	-9000	0.2	9.81E-06	-3.22E-06	0.0177895	-0.0173661	-0.0222891	0.0216896	-2.16E-05	-7.38E-06	2.346398299	5.98E-06	2.38E-07	0.0132774	-0.0124625	-0.0131419	0.0124391	-1.59E-05	3.99E-06
0	-9000	0.2	-8.50E-07	-5.30E-06	0.0178311	-0.0173384	-0.0222655	0.0217007	2.75E-05	1.58E-05	2.346427943	-2.15E-06	7.38E-08	0.0132788	-0.0124641	-0.0131419	0.0124391	6.08E-06	-7.63E-07
1000	-9000	0.2	-1.70E-05	-3.98E-06	0.0132087	-0.0123727	-0.013083	0.0124725	2.52E-05	2.11E-05	0.993548271	-1.02E-05	-3.42E-07	0.0132663	-0.0124541	-0.0131416	0.0124395	2.63E-05	-5.82E-06
2000	-9000	0.2	-3.80E-05	-2.54E-06	0.0198822	-0.0172021	-0.0125876	0.0119962	3.06E-05	4.47E-06	1.388247508	-1.81E-05	-4.32E-07	0.0132549	-0.0124555	-0.0131542	0.01244	4.15E-05	-9.77E-06
3000	-9000	0.2	-9.70E-06	-2.93E-06	0.00606698	-0.00476991	-0.0107252	0.00750197	3.41E-05	3.46E-06	0.307099203	-2.45E-05	-1.04E-07	0.0132331	-0.0124476	-0.0131537	0.0124406	4.89E-05	-1.11E-05
4000	-9000	0.2	-3.60E-05	-8.06E-06	0.0134857	-0.0124593	-0.0129715	0.0123971	5.19E-05	9.83E-06	1.001983622	-2.73E-05	-2.58E-08	0.0132118	-0.0124484	-0.0131645	0.01244	4.76E-05	-9.73E-06
5000	-9000	0.2	-2.85E-05	-6.61E-06	0.0130644	-0.0123671	-0.013171	0.0124707	5.84E-05	-3.62E-06	0.992812081	-2.59E-05	-7.37E-07	0.0132007	-0.0124364	-0.0131771	0.0124404	4.12E-05	-7.12E-06
6000	-9000	0.2	-1.45E-05	-6.61E-05	0.0187685	-0.0185427	-0.0188152	0.0184751	0.000121282	-4.33E-05	2.117707567	-2.17E-05	-1.97E-06	0.0131902	-0.0124367	-0.0131772	0.0124402	3.34E-05	-4.71E-06
7000	-9000	0.2	3.68E-06	-4.22E-05	0.0186126	-0.0185772	-0.0243917	0.0237982	-0.000122586	-0.000106102	2.727007341	-1.67E-05	-3.06E-06	0.0131883	-0.0124358	-0.0131887	0.0124386	2.60E-05	-2.83E-06
8000	-9000	0.2	-2.12E-05	-6.42E-06	0.012937	-0.0123352	-0.0132306	0.0124386	1.45E-05	1.40E-05	0.987776456	-1.23E-05	-3.76E-06	0.0131878	-0.0124364	-0.013189	0.0124383	2.00E-05	-1.37E-06
9000	-9000	0.2	-2.07E-05	-1.23E-05	0.0176533	-0.0173085	-0.0224216	0.0216454	3.13E-05	-9.10E-06	2.345551412	-8.67E-06	-4.20E-06	0.0131765	-0.0124378	-0.013189	0.0124383	1.51E-05	7.21E-08
-9000	-6000	0.2	1.27E-05	5.52E-06	0.00870201	-0.00817138	-0.0109712	0.00999213	-1.14E-05	1.90E-06	0.53919428	2.13E-05	3.81E-06	0.0131649	-0.0124394	-0.0132011	0.0124393	-2.14E-05	1.69E-06
-8000	-6000	0.2	1.26E-05	9.46E-07	0.0132224	-0.0124635	-0.0131945	0.0124238	-1.33E-05	-2.20E-06	1.002830031	3.31E-05	1.71E-06	0.0131636	-0.0124283	-0.0131995	0.0124414	-3.09E-05	3.85E-06
-7000	-6000	0.2	5.17E-05	3.03E-07	0.013167	-0.0124373	-0.0132263	0.0124567	-4.40E-05	1.58E-06	1.001683562	5.33E-05	-1.24E-06	0.0131631	-0.0124289	-0.0132071	0.0124451	-4.63E-05	8.21E-06
-6000	-6000	0.2	8.54E-05	-2.89E-06	0.01306	-0.0123796	-0.0132532	0.0124415	-7.79E-05	8.29E-06	0.994884972	9.35E-05	-8.84E-06	0.0131602	-0.0124293	-0.013232	0.012443	-7.71E-05	1.75E-05
-5000	-6000	0.2	0.000279033	-8.09E-05	0.0222687	-0.0215357	-0.0222929	0.0215604	-0.000229784	4.19E-05	2.915664238	0.000168975	-4.19E-05	0.0131793	-0.0124373	-0.0132384	0.0124663	-0.000151023	5.58E-05
-4000	-6000	0.2	0.000267432	-9.52E-05	0.0132806	-0.0125313	-0.0132544	0.0124956	-0.000323337	0.000151575	1.00285619	0.000230389	-0.000101087	0.0132885	-0.0125622	-0.0131711	0.0124692	-0.000284298	0.000181821
-3000	-6000	0.2	6.52E-05	-1.08E-05	0.00618907	-0.00584537	-0.00946878	0.00835902	-0.000233553	8.90E-05	0.317299794	0.000147017	-3.64E-05	0.0135628	-0.0129374	-0.0130882	0.0124737	-0.000339324	0.000208687
-2000	-6000	0.2	4.09E-06	7.23E-06	0.0139223	-0.0131356	-0.0131041	0.0124991	-0.000213443	3.58E-05	1.004960604	4.79E-05	5.08E-06	0.0137773	-0.013112	-0.0131238	0.012516	-0.000207043	7.08E-05
-1000	-6000	0.2	2.31E-06	1.81E-06	0.0139486	-0.0131256	-0.0130512	0.0125161	-7.44E-05	-2.88E-06	0.998676095	1.08E-05	3.92E-06	0.0138665	-0.0131379	-0.0131511	0.0125166	-7.24E-05	1.32E-05
0	-6000	0.2	1.71E-05	-2.74E-06	0.014039	-0.0131462	-0.0131518	0.0125144	1.81E-05	-3.51E-06	1.006010269	-3.28E-06	-1.11E-06	0.0138791	-0.0131385	-0.0131598	0.0125154	2.34E-05	-5.18E-06
1000	-6000	0.2	-6.00E-06	6.43E-08	0.00633191	-0.00592956	-0.00926467	0.00829981	8.87E-05	-6.96E-06	0.311586438	-2.40E-05	-5.99E-06	0.0138336	-0.0131406	-0.0131414	0.0125193	0.000133405	-3.35E-05
2000	-6000	0.2	-0.000106012	5.72E-06	0.0138372	-0.0131073	-0.0130595	0.0125093	0.000306736	-0.00010122	1.006787745	-9.02E-05	4.58E-06	0.0136874	-0.0130589	-0.0130964	0.0124893	0.00028275	-0.000130781
3000	-6000	0.2	-0.000213946	7.41E-05	0.0135131	-0.0127677	-0.0130865	0.0124495	0.000359285	-0.000206928	1.003212377	-0.000206882	8.33E-05	0.0134118	-0.0127494	-0.0131233	0.012449	0.000338432	-0.000247226
4000	-6000	0.2	-0.000103757	2.11E-05	0.00874265	-0.00816519	-0.0131322	0.0117996	0.000120777	-6.00E-06	0.639255149	-0.000208964	7.54E-05	0.0132188	-0.0124773	-0.0132221	0.0124731	0.00021319	-0.000107512
5000	-6000	0.2	-0.000125925	-2.34E-05	0.0132102	-0.0123959	-0.0153758	0.0142743	0.000119681	-3.11E-06	1.154886121	-0.000126198	2.13E-05	0.0131738	-0.0124284	-0.0132386	0.0124472	0.000106887	-2.86E-05
6000	-6000	0.2	-0.000128608	8.31E-06	0.0131471	-0.0123898	-0.0154162	0.0143354	0.000206657	-7.46E-05	1.157309891	-6.97E-05	4.02E-06	0.0131625	-0.0124298	-0.0132127	0.0124446	5.83E-05	-1.14E-05
7000	-6000	0.2	-0.000176756	6.73E-05	0.0130818	-0.0124012	-0.0132439	0.0124601	0.000153346	-7.24E-05	0.997656692	-4.18E-05	-2.39E-07	0.0131627	-0.0124294	-0.0132085	0.0124433	3.79E-05	-5.94E-06
8000	-6000	0.2	-1.10E-05	-2.89E-05	0.0222822	-0.0215897	-0.0177345	0.0172891	1.82E-05	-2.00E-05	2.340095048	-2.65E-05	-2.84E-06	0.0131632	-0.0124288	-0.0132002	0.0124406	2.58E-05	-2.75E-06
9000	-6000	0.2	0.000122405	-8.86E-05	0.0130912	-0.0124076	-0.0132042	0.0124676	-0.000115915	7.69E-05	0.996966988	-1.70E-05	-4.35E-06	0.0131646	-0.0124399	-0.0132014	0.012439	1.82E-05	-1.12E-06
-9000	-3000	0.2	1.30E-05	1.60E-07	0.00767584	-0.00747221	-0.0132778	0.0124914	-5.20E-06	2.64E-06	0.594255688	1.84E-05	2.76E-06	0.0131542	-0.0124304	-0.0132257	0.0124409	-1.34E-05	5.59E-07
-8000	-3000	0.2	3.47E-05	3.17E-06	0.013128	-0.0124254	-0.0132529	0.0124427	-1.97E-05	9.44E-07	0.999818615	2.89E-05	1.26E-06	0.0131429	-0.0124317	-0.0132436	0.0124352	-1.83E-05	8.92E-07
-7000	-3000	0.2	4.94E-05	2.13E-06	0.0131389	-0.0124342	-0.0133	0.0124241	-3.50E-05	6.67E-06	0.999682342	4.57E-05	-5.21E-07	0.0131417	-0.0124299	-0.0132949	0.0124393	-2.41E-05	1.78E-06
-6000	-3000	0.2	6.50E-05	9.19E-06	0.0130911	-0.0124086	-0.0170329	0.0155007	-2.66E-05	4.05E-06	1.254058074	7.48E-05	-1.47E-06	0.0131204	-0.0124212	-0.0134312	0.0124798	-2.88E-05	1.91E-06
-5000	-3000	0.2	0.000108583	1.14E-05	0.0130123	-0.0124002	-0.013745	0.0127557	-1.28E-05	-1.17E-05	0.995306631	0.000125263	-4.42E-06	0.0131227	-0.0124406	-0.0137113	0.012757	-3.17E-05	9.64E-07
-4000	-3000	0.2	0.000289917	9.20E-06	0.022475	-0.0222819	-0.0138837	0.014125	2.67E-05	-1.93E-05	1.754172564	0.000160575	-4.81E-06	0.0132433	-0.0127702	-0.0139117	0.0135545	-2.50E-05	-5.83E-06
-3000	-3000	0.2	5.73E-05	2.85E-05	0.0136348	-0.014179	-0.0140217	0.0144377	4.69E-06	-1.44E-05	0.996254719	6.19E-05	2.92E-05	0.0137619	-0.0142005	-0.0139839	0.0144322	-8.40E-06	-7.56E-06
-2000	-3000	0.2	-6.05E-07	1.23E-05	0.014051	-0.0145762	-0.0142058	0.0146249	3.11E-05	-1.87E-05	0.995989751	2.85E-06	1.64E-05	0.0141643	-0.0145994	-0.0141851	0.0146257	-2.45E-06	-8.69E-06
-1000	-3000	0.2	3.18E-05	-4.50E-06	0.0241321	-0.0253767	-0.0189974	0.0202417	1.19E-06	-1.32E-05	2.334749218	-1.83E-06	2.97E-06	0.0142353	-0.0146023	-0.0142488	0.0146239	2.07E-07	-4.46E-06
0	-3000	0.2	2.13E-05	-1.36E-06	0.0217684	-0.0204083	-0.0140934	0.0144958	-2.35E-05	-2.72E-07	1.4486652	1.46E-06	-1.48E-06	0.0142344	-0.0145998	-0.014262	0.0146182	8.72E-08	1.31E-06
1000	-3000	0.2	7.61E-06	-3.98E-07	0.0120124	-0.0088677	-0.0120188	0.0088993	-9.40E-06	8.57E-06	0.536814631	2.38E-06	-6.42E-06	0.014221	-0.0146073	-0.0142235	0.0146286	7.53E-07	5.11E-06
2000	-3000	0.2	0.000111343	-9.12E-05	0.0215461	-0.0203744	-0.0137905	0.0144449	-0.000119997	9.47E-05	1.445756308	-2.11E-05	-2.41E-05	0.014018	-0.0145274	-0.0141011	0.0145887	5.60E-06	7.25E-06
3000	-3000	0.2	-0.000627971	0.000237803	0.0227895	-0.0233884	-0.0234636	0.0244549	0.000375464	-0.000245444	2.936529473	-0.000122982	-1.29E-05	0.0134557	-0.0134592	-0.0139084	0.0140902	1.34E-05	5.41E-06
4000	-3000	0.2	-1.62E-05	-9.09E-05	0.0130602	-0.0124863	-0.0138828	0.0131082	-8.63E-05	6.73E-05	0.997896542	-0.000152949	7.19E-06	0.013146	-0.0125077	-0.0138487	0.0130844	2.89E-05	2.76E-06
5000	-3000	0.2	-9.37E-05	4.51E-06	0.0131213	-0.0124398	-0.0136	0.0125654	2.66E-05	7.96E-06	1.002263296	-9.86E-05	2.25E-06	0.0131164	-0.0124265	-0.01356	0.0125662	3.02E-05	-4.20E-06
6000	-3000	0.2	-5.84E-05	-6.31E-07	0.0131755	-0.012458	-0.0133355	0.0124311	2.20E-05	3.44E-06	1.002324576	-5.86E-05	7.77E-07	0.0131293	-0.0124231	-0.0133458	0.012443	2.84E-05	-3.75E-06
7000	-3000	0.2	-2.33E-05	-5.28E-06	0.00870408	-0.008181	-0.0087899	0.00817504	9.87E-06	-5.26E-06	0.435915623	-3.65E-05	-3.65E-07	0.0131423	-0.0124325	-0.0132605	0.0124403	2.20E-05	-7.41E-07
8000	-3000	0.2	-2.97E-05	-4.68E-06	0.0130781	-0.0124097	-0.0132438	0.0124462	2.07E-07	1.45E-05	0.996943027	-2.33E-05	-1.95E-06	0.0131538	-0.0124309	-0.013225	0.0124453	1.51E-05	4.48E-08
9000	-3000	0.2	-2.87E-06	-6.84E-05	0.0244131	-0.0239153	-0.0187725	0.0183275	1.00E-05	8.74E-06	2.72982527	-1.49E-05	-3.12E-06	0.013154	-0.0124308	-0.0132138	0.0124396	1.08E-05	-1.73E-07
-9000	0	0.2	3.08E-07	-1.48E-06	0.0130668	-0.0123969	-0.0132382	0.0124407	-1.30E-06	3.31E-06	0.995602392	-1.22E-07	-1.14E-07	0.0131547	-0.0124298	-0.0132271	0.0124425	-4.39E-07	-2.04E-07
-8000	0	0.2	-5.78E-06	6.50E-06	0.0132592	-0.0124722	-0.0132203	0.0124081	2.84E-06	-3.72E-06	1.003601367	-3.14E-07	-1.65E-07	0.0131437	-0.0124307	-0.0132567	0.0124384	-1.07E-06	3.67E-08
-7000	0	0.2	-1.65E-06	3.52E-06	0.0059781	-0.0056248	-0.0128559	0.0108523	4.96E-06	-1.27E-06	0.419184402	-4.31E-07	-2.82E-08	0.0131332	-0.0124309	-0.0133159	0.0124328	-1.46E-06	9.09E-07
-6000	0	0.2	4.23E-06	-1.02E-06	0.0131238	-0.0124106	-0.0134378	0.0124454	3.26E-06	2.52E-06	0.996893911	-3.28E-07	8.94E-08	0.0131231	-0.012421	-0.0134821	0.0124715	-7.68E-07	1.86E-06
-5000	0	0.2	2.04E-06	-3.73E-05	0.0223379	-0.0216093	-0.0231702	0.0220486	5.03E-05	-4.47E-06	2.928959359	-2.05E-07	5.10E-08	0.0131293	-0.0124455	-0.0137681	0.0127438	2.13E-07	1.95E-06
-4000	0	0.2	-4.89E-05	2.20E-05	0.00602169	-0.00577394	-0.00637976	0.00614125	4.14E-05	-2.18E-05	0.206164009	-2.51E-07	2.07E-08	0.0132707	-0.0127756	-0.0139545	0.0135523	3.11E-07	9.69E-07
-3000	0	0.2	7.40E-05	-5.02E-05	0.0139484	-0.0142489	-0.014106	0.0144305	-8.35E-05	5.42E-05	1.011542508	-2.89E-07	1.40E-07	0.0137909	-0.0141941	-0.0139925	0.0144289	-5.31E-08	4.74E-07
-2000	0	0.2	8.99E-06	7.35E-07	0.00649987	-0.00661282	-0.00649829	0.00660788	-2.81E-06	8.85E-07	0.20709651	-7.56E-08	1.23E-07	0.0141969	-0.0145978	-0.0142035	0.014612	-1.23E-07	3.35E-07
-1000	0	0.2	3.50E-05	5.96E-06	0.0144702	-0.0146652	-0.0141835	0.0145576	-1.41E-05	2.79E-06	1.004631647	2.13E-07	-9.90E-08	0.0142734	-0.0145829	-0.0142749	0.0146096	1.43E-07	3.26E-07
0	0	0.2	-3.37E-05	3.34E-05	0.0118761	-0.0116866	-0.0117382	0.0116324	3.92E-05	-2.59E-05	0.660722812	3.60E-07	-2.24E-07	0.0142721	-0.0145845	-0.0142861	0.0145936	3.06E-07	2.51E-07
1000	0	0.2	-1.91E-05	1.35E-05	0.0118255	-0.011691	-0.00948599	0.00961245	4.53E-06	-2.42E-06	0.539317949	1.71E-07	-4.14E-08	0.0142528	-0.0145958	-0.0142506	0.0146131	-4.05E-08	3.04E-07
2000	0	0.2	4.73E-05	-2.80E-05	0.0165674	-0.0174139	-0.0165552	0.0174109	-5.43E-05	3.17E-05	1.408512277	-4.64E-08	8.88E-08	0.0140512	-0.0145103	-0.0141221	0.0145793	-4.05E-07	5.63E-07
3000	0	0.2	-5.60E-05	4.56E-05	0.0157878	-0.015996	-0.0163785	0.0168227	5.56E-05	-4.26E-05	1.397780308	-2.22E-08	1.31E-07	0.0134941	-0.0134618	-0.0139316	0.0140779	-2.23E-07	5.12E-07
4000	0	0.2	-2.63E-07	3.50E-06	0.0131207	-0.0124948	-0.0139126	0.0130614	-3.38E-06	6.99E-07	0.997159266	1.25E-07	1.32E-07	0.013173	-0.0125129	-0.0139057	0.0130706	8.04E-07	1.17E-06
5000	0	0.2	2.34E-06	-6.42E-06	0.0132519	-0.0124657	-0.0135672	0.0125654	-1.10E-05	8.06E-06	1.004458855	5.01E-08	1.99E-07	0.0131275	-0.0124349	-0.0136076	0.0125682	1.20E-09	2.00E-06
6000	0	0.2	-0.000245122	0.000121374	0.00949986	-0.00829888	-0.00606198	0.00561894	6.33E-05	-2.58E-05	0.315440162	-1.38E-07	1.66E-07	0.013135	-0.0124318	-0.0133786	0.0124477	-1.44E-06	1.62E-06
7000	0	0.2	-3.10E-06	-5.62E-06	0.0129944	-0.0108744	-0.00921309	0.00809638	8.65E-07	2.66E-06	0.631436776	-1.91E-07	2.62E-08	0.0131439	-0.0124304	-0.0132833	0.0124314	-1.66E-06	2.70E-07
8000	0	0.2	0.000229523	-0.000122708	0.00944279	-0.00827381	-0.00600285	0.0056195	-3.94E-05	2.01E-05	0.31418526	-9.60E-08	-1.33E-08	0.0131436	-0.0124308	-0.0132365	0.0124344	-7.89E-07	-4.21E-07
9000	0	0.2	3.58E-05	-0.00012402	0.0246096	-0.0239751	-0.0187667	0.0182655	-1.71E-06	-3.78E-05	2.739433437	-5.38E-08	3.90E-08	0.0131529	-0.0124287	-0.0132155	0.0124409	-9.89E-08	-2.19E-07
-9000	3000	0.2	-3.18E-05	-6.34E-06	0.011729	-0.0077161	-0.00702025	0.00517625	0.000149317	-4.50E-05	0.372777837	-1.88E-05	-2.71E-06	0.013154	-0.0124308	-0.0132143	0.0124423	1.31E-05	2.37E-08
-8000	3000	0.2	-0.000201288	-1.08E-05	0.011766	-0.00773698	-0.00233537	0.00228953	5.42E-06	8.57E-08	0.14012937	-2.91E-05	-1.16E-06	0.0131424	-0.0124323	-0.013243	0.012436	1.85E-05	-1.94E-07
-7000	3000	0.2	-9.09E-05	-1.82E-05	0.0201876	-0.0174531	-0.0132033	0.0124041	2.86E-05	4.18E-06	1.469013576	-4.58E-05	3.57E-07	0.0131293	-0.0124231	-0.0132942	0.0124403	2.54E-05	-2.15E-06
-6000	3000	0.2	-7.85E-05	-1.75E-05	0.0131598	-0.0124279	-0.0134518	0.0124715	3.00E-05	9.67E-06	1.002395598	-7.55E-05	1.11E-06	0.0131267	-0.0124136	-0.0134311	0.0124799	2.97E-05	-4.46E-06
-5000	3000	0.2	-0.000118971	-1.77E-05	0.012985	-0.0123959	-0.0137499	0.0127533	2.92E-05	2.68E-06	0.994172199	-0.00012609	4.17E-06	0.0131267	-0.0124361	-0.0137123	0.0127557	3.03E-05	-1.71E-06
