X	Y	T	realZxx	imagZxx	realZxy	imagZxy	realZyx	imagZyx	realZyy	imagZyy	KR	realZxx_real	imagZxx_real	realZxy_real	imagZxy_real	realZyx_real	imagZyx_real	realZyy_real	imagZyy_real
-2000	-3000	20	-0.000395321	6.86E-06	0.00251371	-0.0010088	-0.00254326	0.000954914	0.000240506	-6.81E-06	1.014067403	-0.000390993	1.11E-05	0.00247635	-0.00100248	-0.00254207	0.000946101	0.000215965	6.25E-06
-1000	-3000	20	-0.000217018	-5.37E-06	0.00353053	-0.00161474	-0.00321241	0.00123883	0.000125275	9.05E-09	2.338328861	-0.000128536	-2.05E-07	0.00200656	-0.00093529	-0.00241898	0.000903502	9.30E-05	2.37E-06
0	-3000	20	0.000124459	-4.15E-06	0.00305303	-0.00141059	-0.00237347	0.000907854	-3.77E-05	3.03E-06	1.547083342	4.07E-05	3.21E-07	0.00194654	-0.000926253	-0.0023996	0.000897313	-3.05E-05	-9.29E-07
1000	-3000	20	0.000193745	3.32E-06	0.00180262	-0.000774026	-0.00200546	0.000751862	-0.00013691	1.30E-06	0.676393978	0.000237396	-2.64E-06	0.0021592	-0.000954468	-0.00246447	0.00091925	-0.000153992	-4.00E-06
2000	-3000	20	0.000857776	-3.26E-05	0.00451384	-0.00165544	-0.00261537	0.000982537	-0.00032028	1.48E-05	1.430520227	0.000627877	-2.96E-05	0.00309595	-0.00110182	-0.00267356	0.000989333	-0.000275015	-9.75E-06
3000	-3000	20	0.00251951	-0.000173618	0.0104643	-0.00292437	-0.0054661	0.00197133	-0.000544399	-1.81E-05	2.971967817	0.00151395	-0.000115198	0.00596373	-0.0016158	-0.0032541	0.00116778	-0.000394226	-1.29E-05
4000	-3000	20	0.0018848	-0.000158841	0.00797471	-0.0020942	-0.00434866	0.00146667	-0.000589916	4.63E-05	1.025032669	0.00184371	-0.00014809	0.0078105	-0.00198377	-0.00430734	0.00147883	-0.000488679	-1.39E-05
5000	-3000	20	0.00147282	-0.000102775	0.00801412	-0.0021342	-0.00515246	0.00171595	-0.000504592	2.79E-05	1.034374223	0.00146059	-9.82E-05	0.00781787	-0.00201928	-0.0051028	0.00171836	-0.000471059	-2.85E-05
6000	-3000	20	0.001093	-5.93E-05	0.0078882	-0.00213532	-0.00566191	0.00188037	-0.000430501	1.70E-05	1.038514385	0.00108169	-5.15E-05	0.00767393	-0.0020281	-0.00560499	0.00186862	-0.000402139	-4.52E-05
7000	-3000	20	0.000530654	-1.93E-05	0.0051004	-0.00139795	-0.00394876	0.00130762	-0.000235815	4.67E-06	0.44964968	0.000797963	-1.91E-05	0.00755151	-0.00204086	-0.00593272	0.00196221	-0.000328347	-5.75E-05
8000	-3000	20	0.000600837	-1.18E-05	0.00760658	-0.0021125	-0.00619836	0.00204643	-0.000301979	1.44E-06	1.024821047	0.000595395	6.97E-07	0.00746124	-0.0020595	-0.00616505	0.00203179	-0.000265918	-6.29E-05
9000	-3000	20	0.000874682	-5.72E-06	0.0142508	-0.00400541	-0.00912323	0.00301382	-0.000366415	-2.38E-06	2.775039936	0.000450365	1.24E-05	0.00739054	-0.00207894	-0.00633747	0.00208394	-0.000211779	-6.39E-05
-9000	0	20	3.55E-06	2.07E-08	0.00762008	-0.00209996	-0.00607518	0.00205604	3.71E-06	-5.83E-07	1.02700044	-1.13E-06	7.76E-07	0.00749133	-0.00203821	-0.00602115	0.00204223	9.44E-07	9.26E-07
-8000	0	20	1.32E-05	-6.52E-07	0.00782177	-0.00212586	-0.00576156	0.00199162	-9.38E-06	7.28E-07	1.038965028	-1.13E-06	6.37E-07	0.00758296	-0.00201585	-0.00573218	0.00196987	4.02E-07	5.20E-07
-7000	0	20	6.41E-06	5.91E-07	0.0035591	-0.000953345	-0.00509144	0.00177653	-1.37E-05	1.51E-06	0.442417237	-1.13E-06	4.92E-07	0.00768577	-0.00199351	-0.00533765	0.00187109	-9.95E-07	2.85E-07
-6000	0	20	1.12E-05	2.17E-06	0.00800053	-0.00211354	-0.00483731	0.00174293	-1.12E-05	1.72E-06	1.038034789	-1.16E-06	3.52E-07	0.00778512	-0.00197115	-0.00480147	0.00173104	-1.56E-06	3.70E-07
-5000	0	20	1.13E-05	6.01E-06	0.0138147	-0.00361514	-0.00699398	0.00259629	-7.68E-06	9.81E-07	3.030667185	-1.18E-06	2.56E-07	0.00782045	-0.00194215	-0.00408698	0.00152523	-1.15E-06	-1.49E-07
-4000	0	20	-8.38E-06	3.72E-06	0.003326	-0.000875599	-0.00146892	0.000564324	1.97E-05	-5.06E-06	0.211966682	-1.06E-06	1.52E-07	0.00716609	-0.00179757	-0.0032217	0.00125031	-7.22E-07	2.20E-07
-3000	0	20	1.74E-05	-5.64E-06	0.00424076	-0.00132513	-0.00254948	0.00102375	-3.58E-05	9.38E-06	1.054208323	-5.86E-07	2.82E-09	0.00405787	-0.00123345	-0.00253472	0.0010137	-2.67E-07	-2.95E-07
-2000	0	20	1.52E-06	1.27E-07	0.00107768	-0.000444511	-0.00102114	0.000417444	-2.12E-06	5.68E-07	0.214180797	-2.71E-07	-9.29E-08	0.00229502	-0.000945381	-0.00224468	0.000901847	-3.98E-07	-6.90E-07
-1000	0	20	4.93E-06	-2.86E-07	0.00189835	-0.000906063	-0.00212201	0.000870953	-3.66E-06	1.44E-06	1.041828984	-1.48E-07	-1.12E-07	0.00181527	-0.000877256	-0.00213204	0.00085503	-8.81E-07	-5.87E-07
0	0	20	-5.14E-06	3.69E-06	0.00149022	-0.000728279	-0.00172868	0.00071112	4.06E-06	-2.04E-06	0.695796897	-7.84E-08	-1.44E-07	0.00175249	-0.000867614	-0.00211454	0.000849071	-1.07E-06	-7.27E-07
1000	0	20	-3.16E-06	2.07E-06	0.00164739	-0.000751561	-0.00144413	0.000593158	2.24E-07	-1.92E-08	0.556261264	-2.83E-08	-1.48E-07	0.00197433	-0.000898615	-0.00217424	0.000872513	-9.77E-07	-6.06E-07
2000	0	20	7.87E-06	-3.46E-06	0.0034696	-0.00127363	-0.00277611	0.00112988	-2.31E-05	6.28E-06	1.405932458	8.05E-08	-1.75E-07	0.0029204	-0.00104451	-0.00235753	0.000946274	-5.65E-07	-3.62E-07
3000	0	20	-1.61E-05	2.18E-06	0.00719834	-0.00199135	-0.00331988	0.00131548	3.70E-06	-2.64E-06	1.474465554	3.52E-07	-2.82E-07	0.00577097	-0.00153864	-0.00281639	0.00111367	-3.90E-07	1.86E-07
4000	0	20	-6.41E-06	-5.15E-07	0.00790915	-0.00205803	-0.00368549	0.00138714	3.28E-06	-4.09E-07	1.035940578	5.06E-07	-3.97E-07	0.0076897	-0.00190451	-0.00366544	0.0013937	-2.77E-07	2.90E-07
5000	0	20	-6.03E-06	-2.30E-07	0.00813025	-0.00212872	-0.00450033	0.00163665	4.18E-07	6.43E-07	1.048849747	5.97E-07	-4.87E-07	0.0078211	-0.00195921	-0.00446868	0.00163703	-5.24E-07	5.15E-07
6000	0	20	-9.78E-05	2.84E-05	0.00562418	-0.00147898	-0.00231763	0.000825407	4.17E-05	-8.82E-06	0.33149968	7.13E-07	-5.45E-07	0.00773622	-0.00198075	-0.0050912	0.00180846	-5.50E-07	5.29E-07
7000	0	20	-1.41E-05	5.94E-07	0.00753526	-0.00199852	-0.00381254	0.00132645	1.64E-05	-1.84E-06	0.67893652	8.29E-07	-5.53E-07	0.00763338	-0.00200481	-0.00554911	0.00192313	6.19E-07	5.40E-07
8000	0	20	8.83E-05	-3.03E-05	0.00546008	-0.0014726	-0.00266566	0.000913637	-2.23E-05	5.44E-06	0.328231486	8.95E-07	-5.13E-07	0.00753523	-0.00202714	-0.00588793	0.00200827	1.98E-06	9.30E-07
9000	0	20	-2.62E-07	-4.82E-06	0.014526	-0.0040238	-0.00881968	0.00297778	1.37E-05	-2.49E-06	2.803657074	1.01E-06	-5.37E-07	0.00744998	-0.0020501	-0.00613711	0.00207021	1.96E-06	1.09E-06
-9000	3000	20	0.000435977	3.51E-06	0.00647373	-0.00169927	-0.00316349	0.00101249	-4.03E-05	-2.32E-05	0.438434577	0.000515339	8.19E-06	0.00742474	-0.00206264	-0.00625762	0.00206073	-0.000240405	-6.44E-05
-8000	3000	20	0.000497589	1.10E-05	0.00655965	-0.00170303	-0.00106575	0.000353559	-5.20E-05	-6.01E-07	0.153331951	0.000686795	-7.07E-06	0.00750539	-0.00204349	-0.00605958	0.00200156	-0.000298377	-6.15E-05
-7000	3000	20	0.00133648	-4.73E-05	0.0118548	-0.0031852	-0.00578231	0.00192696	-0.000386241	1.06E-05	1.558160117	0.000926604	-3.25E-05	0.0076106	-0.00202623	-0.00578337	0.00192002	-0.000365488	-5.34E-05
-6000	3000	20	0.00127138	-8.06E-05	0.00799801	-0.0021408	-0.00541635	0.00180572	-0.000469885	2.23E-05	1.038945881	0.00125835	-7.23E-05	0.00774891	-0.00201526	-0.00538186	0.00180245	-0.000440295	-3.82E-05
-5000	3000	20	0.00166837	-0.000130749	0.00802359	-0.00211876	-0.00478244	0.00159985	-0.000527982	3.12E-05	1.024674326	0.00166951	-0.000125094	0.00787816	-0.00200285	-0.00474911	0.0016128	-0.00049357	-1.97E-05
-4000	3000	20	0.00272518	-0.000224985	0.0110449	-0.00292995	-0.00709325	0.00244419	-0.000930066	5.04E-05	2.814111695	0.001856	-0.000151536	0.00734832	-0.00187277	-0.00378249	0.00132382	-0.000458373	-9.80E-06
-3000	3000	20	0.00101574	-6.55E-05	0.00436912	-0.0013648	-0.00543673	0.0019844	-0.000687683	1.98E-05	1.935275864	0.0010019	-6.40E-05	0.00424181	-0.00129285	-0.00289225	0.00105909	-0.00033667	-1.05E-05
-2000	3000	20	0.000391337	-6.92E-06	0.00253754	-0.00102387	-0.00477719	0.00179892	-0.000436571	6.01E-06	1.928556889	0.00039084	-1.12E-05	0.00247432	-0.000997658	-0.00254263	0.000946563	-0.000217108	-6.71E-06
-1000	3000	20	0.00015592	7.45E-06	0.00291515	-0.00134612	-0.00450718	0.00171969	-0.000178286	-5.01E-06	2.713832645	0.000128439	1.84E-07	0.0020047	-0.000931164	-0.00241964	0.000903786	-9.27E-05	-2.22E-06
0	3000	20	-4.33E-05	-1.61E-06	0.00198135	-0.00092606	-0.00237778	0.000909566	3.36E-05	-5.43E-07	1.009088242	-4.08E-05	-3.83E-07	0.00194538	-0.000922536	-0.00240032	0.000897769	3.21E-05	4.27E-07
1000	3000	20	-0.000154852	-1.67E-06	0.00143687	-0.000628209	-0.00243942	0.000923625	0.000170555	-3.30E-06	0.658883132	-0.000237428	2.63E-06	0.00215904	-0.000952054	-0.00246407	0.000919239	0.000156326	3.18E-06
2000	3000	20	-0.00108617	4.85E-05	0.00543242	-0.00193535	-0.00364079	0.00135359	0.000436738	-1.36E-05	2.384664067	-0.000627863	2.95E-05	0.00309646	-0.0010991	-0.00267365	0.00098901	0.000275716	8.03E-06
3000	3000	20	-0.00151424	0.000113668	0.00609111	-0.0016945	-0.00325054	0.00116411	0.000413165	-1.28E-05	1.020127421	-0.00151394	0.000115183	0.00596791	-0.00160954	-0.00325392	0.00116779	0.000395085	1.19E-05
4000	3000	20	-0.00187248	0.000152729	0.00804282	-0.00211148	-0.00281779	0.000968784	0.000321436	-1.62E-05	0.674553885	-0.00184297	0.000147752	0.0078127	-0.00197567	-0.00430817	0.00147915	0.000489284	1.47E-05
5000	3000	20	-0.00148302	0.000104681	0.00801774	-0.00213543	-0.00514885	0.00171608	0.000519761	-3.00E-05	1.033135246	-0.0014599	9.76E-05	0.00782242	-0.00201277	-0.0051035	0.00171807	0.000472421	3.03E-05
6000	3000	20	-0.00109131	5.93E-05	0.00780212	-0.00211415	-0.00567377	0.00188761	0.000439376	-1.73E-05	1.029354639	-0.00108027	5.03E-05	0.0076761	-0.00202257	-0.00560462	0.00186788	0.000404429	4.84E-05
7000	3000	20	-0.00138587	5.50E-05	0.0131743	-0.00363318	-0.010204	0.00339079	0.000618944	-1.41E-05	3.002399695	-0.000796786	1.81E-05	0.00755408	-0.00203683	-0.00593312	0.0019624	0.000330593	6.10E-05
8000	3000	20	-0.000600547	1.38E-05	0.00758058	-0.00210893	-0.00622032	0.00204801	0.000294255	7.99E-07	1.024803736	-0.000594164	-1.82E-06	0.00746126	-0.00205609	-0.00616608	0.00203222	0.000268015	6.62E-05
9000	3000	20	-0.000454942	3.55E-06	0.00754166	-0.00211588	-0.00638297	0.00208806	0.000238798	6.35E-06	1.026285538	-0.000449244	-1.36E-05	0.00739304	-0.00207703	-0.00633735	0.0020842	0.000213723	6.67E-05
-9000	6000	20	0.000664312	2.04E-05	0.00729026	-0.00211302	-0.00682325	0.00210907	-0.000429622	-5.91E-06	1.014265261	0.000674569	2.86E-05	0.0072389	-0.00212044	-0.00675758	0.0020992	-0.000373879	-0.00011587
-8000	6000	20	0.000827496	5.96E-06	0.00731712	-0.00211259	-0.00682428	0.00208833	-0.000510346	8.86E-07	1.018101434	0.000851616	1.24E-05	0.00724614	-0.0021051	-0.0067574	0.00206829	-0.000478096	-0.000110669
-7000	6000	20	0.00142851	-3.01E-05	0.0100012	-0.00289155	-0.0117241	0.00352679	-0.00112852	3.66E-05	2.379874195	0.0010839	-1.31E-05	0.00724776	-0.00208923	-0.00679258	0.00203647	-0.000624654	-9.35E-05
-6000	6000	20	0.00139919	-7.04E-05	0.0074284	-0.00214671	-0.011978	0.00347961	-0.00153345	9.94E-05	1.780146485	0.00138843	-5.32E-05	0.00722666	-0.00207011	-0.00690557	0.00200741	-0.000842225	-6.03E-05
-5000	6000	20	0.00240896	-0.000180593	0.00984999	-0.00285122	-0.00981259	0.00272141	-0.00168866	0.000156058	1.88329861	0.00175158	-0.00010944	0.00712297	-0.00204037	-0.00718981	0.00199042	-0.0011912	2.05E-06
-4000	6000	20	0.00192006	-0.000166364	0.00673096	-0.00198333	-0.00788419	0.00203742	-0.00180242	0.000212353	1.015983793	0.00194279	-0.000154266	0.00666725	-0.00195021	-0.00782319	0.00201705	-0.00173978	0.000107257
-3000	6000	20	0.00141264	-0.000106734	0.00558157	-0.00177001	-0.00852816	0.0020938	-0.00203815	0.000262662	1.019213923	0.001403	-0.000101268	0.00549011	-0.00174971	-0.00848514	0.00205657	-0.0019497	0.000169609
-2000	6000	20	0.000752228	-3.51E-05	0.00462487	-0.00160581	-0.00865235	0.00208799	-0.00142697	0.000174561	1.025987368	0.000739095	-3.86E-05	0.00451619	-0.00159297	-0.00861965	0.00203602	-0.00135663	0.00011444
-1000	6000	20	0.000168307	3.69E-07	0.00291995	-0.0010687	-0.00391599	0.000937571	-0.000277358	3.15E-05	0.325592031	0.000278791	-1.05E-05	0.00407459	-0.00152681	-0.00860881	0.00201415	-0.000581149	4.52E-05
0	6000	20	-8.49E-05	2.01E-06	0.00396107	-0.00145379	-0.0039083	0.000935903	9.24E-05	-1.00E-05	0.448673616	-9.02E-05	3.13E-06	0.0040001	-0.0015173	-0.00860226	0.0020096	0.000189684	-1.44E-05
1000	6000	20	-0.000308064	5.58E-06	0.00302513	-0.00108489	-0.00392242	0.000944106	0.000462633	-5.32E-05	0.324297611	-0.000488602	2.14E-05	0.00424428	-0.00155361	-0.00861798	0.00202378	0.000970083	-8.07E-05
2000	6000	20	-0.000986713	4.69E-05	0.00500085	-0.00166686	-0.00856625	0.00209415	0.00174165	-0.000211481	1.013404396	-0.00104304	6.48E-05	0.00492813	-0.00166123	-0.00859062	0.00204773	0.00170331	-0.00014736
3000	6000	20	-0.00328315	0.000311336	0.0107296	-0.00325088	-0.0141667	0.00356369	0.00372924	-0.000508801	2.968596762	-0.00175601	0.000138609	0.00613469	-0.00186276	-0.00823996	0.0020463	0.00197881	-0.000155925
4000	6000	20	-0.00184115	0.000138201	0.0070476	-0.00204496	-0.0075062	0.0020051	0.00146487	-0.000146578	1.017726783	-0.00190443	0.0001381	0.00697441	-0.00201595	-0.00745392	0.0019954	0.00144219	-4.67E-05
5000	6000	20	-0.00155952	9.31E-05	0.00732506	-0.00210363	-0.00709236	0.00199993	0.00104234	-7.91E-05	1.027275627	-0.00156676	7.89E-05	0.00718876	-0.00205988	-0.00701668	0.00199588	0.000994788	3.56E-05
6000	6000	20	-0.00120557	4.39E-05	0.00732572	-0.00210414	-0.00692304	0.00203728	0.000759338	-3.53E-05	1.022395674	-0.00122631	3.03E-05	0.00724131	-0.00208414	-0.00683552	0.00202058	0.000722681	8.22E-05
7000	6000	20	-0.00163249	2.37E-05	0.0125878	-0.00363458	-0.0116569	0.00354777	0.00100816	-2.33E-05	2.985986948	-0.000960327	-1.79E-06	0.00724834	-0.00210173	-0.0067681	0.00205185	0.000545233	0.000106884
8000	6000	20	-0.000737915	-1.43E-05	0.00733339	-0.00211614	-0.00681847	0.0021016	0.000462301	4.43E-06	1.019970271	-0.000757705	-2.23E-05	0.00724331	-0.0021166	-0.00675275	0.00208319	0.000421173	0.000117731
9000	6000	20	-0.000601625	-2.82E-05	0.00742835	-0.00214675	-0.00677941	0.00211244	0.000372155	1.32E-05	1.026295334	-0.000603109	-3.47E-05	0.00723465	-0.00213146	-0.00676358	0.0021131	0.000328841	0.000118234
-9000	9000	20	0.000700419	0.000122658	0.0122304	-0.0037042	-0.0121728	0.00365335	-0.00041703	-0.00010226	2.962451704	0.000520147	5.54E-05	0.00706519	-0.00221126	-0.00709748	0.00212398	-0.000315102	-0.000140768
-8000	9000	20	0.000649174	1.76E-05	0.00708322	-0.00213744	-0.00717552	0.00211495	-0.000473801	-2.95E-06	1.005663885	0.000591497	4.87E-05	0.00701596	-0.00221046	-0.00716123	0.00210725	-0.000379795	-0.000137624
-7000	9000	20	0.00066749	2.40E-05	0.0070557	-0.00214363	-0.00731153	0.00211881	-0.000495846	-6.42E-06	1.018585033	0.000658245	3.93E-05	0.00694727	-0.00220881	-0.00725341	0.00209132	-0.000449108	-0.000129028
-6000	9000	20	0.000718088	1.46E-05	0.00702135	-0.00215128	-0.00743367	0.00210032	-0.000562175	6.41E-06	1.02710943	0.000706531	2.85E-05	0.00684509	-0.00220416	-0.00738205	0.00207905	-0.000519823	-0.000113714
-5000	9000	20	0.000139218	-2.12E-06	0.00120701	-0.000374543	-0.00134614	0.000368396	-0.000120891	6.36E-06	0.031889869	0.000715334	1.80E-05	0.00669914	-0.00219329	-0.00754433	0.00207002	-0.000577496	-9.18E-05
-4000	9000	20	0.000594373	1.12E-05	0.00665344	-0.00210763	-0.00782676	0.00209444	-0.000583509	1.38E-05	1.030459496	0.000663341	9.96E-06	0.00650923	-0.00217621	-0.00772694	0.00206363	-0.000593963	-6.64E-05
-3000	9000	20	0.000527565	-9.21E-06	0.00639731	-0.00206678	-0.00793709	0.00209211	-0.000565113	3.03E-05	1.015867916	0.00054181	5.31E-06	0.00629634	-0.00215544	-0.00789365	0.00205938	-0.000537684	-4.26E-05
-2000	9000	20	0.000364277	-1.07E-05	0.00619648	-0.00204161	-0.00806218	0.00210646	-0.000418721	2.52E-05	1.015374949	0.000365893	3.04E-06	0.00610442	-0.00213527	-0.00801684	0.00205577	-0.000394802	-2.30E-05
-1000	9000	20	0.000169098	-8.52E-06	0.00606214	-0.00202384	-0.00814297	0.00212075	-0.00019782	1.32E-05	1.016219807	0.000160998	1.39E-06	0.00598006	-0.0021207	-0.00808287	0.00205281	-0.000182726	-7.22E-06
0	9000	20	-4.14E-05	-1.92E-06	0.00502139	-0.00168334	-0.00817068	0.00212677	7.35E-05	-5.44E-06	0.847039818	-5.38E-05	-2.17E-07	0.00595417	-0.00211743	-0.00809731	0.00205212	6.23E-05	4.95E-06
1000	9000	20	-0.000273527	3.60E-06	0.00618278	-0.00205927	-0.0109539	0.00286587	0.000431091	-2.74E-05	1.38768151	-0.000265473	-1.91E-06	0.00602976	-0.00212694	-0.0080564	0.00205415	0.000296994	1.73E-05
2000	9000	20	-0.000390832	8.12E-06	0.00525096	-0.00171399	-0.00800453	0.00210333	0.000508297	-2.97E-05	0.847847178	-0.00045892	-3.86E-06	0.00619171	-0.00214505	-0.0079619	0.0020569	0.000479233	3.41E-05
3000	9000	20	-0.000582429	3.84E-06	0.00655698	-0.00209361	-0.0078355	0.00207898	0.000596465	-2.84E-05	1.021338894	-0.000610826	-7.38E-06	0.00639983	-0.0021668	-0.00781518	0.00206082	0.00057903	5.54E-05
4000	9000	20	-0.000283597	-4.50E-06	0.00303727	-0.000951622	-0.00540361	0.00144087	0.000343691	1.25E-05	0.32371879	-0.000698378	-1.38E-05	0.00660668	-0.00218527	-0.00763626	0.00206598	0.00059401	8.02E-05
5000	9000	20	-0.000731229	-2.00E-06	0.00688749	-0.00212817	-0.00945842	0.00261436	0.000756023	-1.84E-05	1.280387009	-0.000718013	-2.33E-05	0.00677588	-0.00219902	-0.00746005	0.00207431	0.000551601	0.000104366
6000	9000	20	-0.000740062	-9.21E-06	0.00698695	-0.00213228	-0.00932129	0.00265178	0.000886881	-5.75E-05	1.279839122	-0.000686969	-3.42E-05	0.00690003	-0.00220688	-0.0073126	0.00208468	0.000484068	0.000124946
7000	9000	20	-0.000447395	-1.72E-05	0.00470972	-0.00142901	-0.0072849	0.00213114	0.000533746	-6.30E-06	0.678025485	-0.000627641	-4.45E-05	0.00698535	-0.00221088	-0.00720148	0.0020983	0.000412426	0.000138635
8000	9000	20	-0.000737681	-5.94E-05	0.00973744	-0.00294818	-0.00975707	0.00291126	0.000506834	3.66E-05	1.886002969	-0.000557229	-5.31E-05	0.00704439	-0.00221304	-0.00712469	0.00211489	0.00034365	0.000145027
9000	9000	20	-0.000487842	-4.21E-05	0.00712708	-0.0021435	-0.00712441	0.00213839	0.000332731	2.87E-05	1.008054233	-0.00048614	-5.93E-05	0.00708637	-0.00221381	-0.00707405	0.00213414	0.000280241	0.000144091
-9000	-9000	50	-0.000466039	9.52E-05	0.00556229	-0.00288711	-0.00553139	0.00284652	0.000336484	-7.61E-05	0.995382903	-0.00046919	0.000108007	0.00556514	-0.00288529	-0.0055462	0.00287378	0.00031165	-6.53E-05
-8000	-9000	50	-0.000512813	0.000109132	0.00550742	-0.00286285	-0.00558178	0.00284986	0.000371422	-8.64E-05	0.989760996	-0.000527658	0.000126854	0.00553013	-0.00287103	-0.00560971	0.00288442	0.000361166	-8.13E-05
-7000	-9000	50	-0.000664305	0.000150415	0.00644777	-0.00336938	-0.00667694	0.00338773	0.000497462	-0.000123928	1.380063897	-0.000581052	0.000145492	0.00547456	-0.00285205	-0.00569819	0.00290206	0.000417135	-9.84E-05
-6000	-9000	50	-0.000712616	0.000169884	0.00634191	-0.00332952	-0.00681784	0.00342922	0.000552762	-0.000142385	1.380371153	-0.000617899	0.000160533	0.00538971	-0.00282306	-0.00581631	0.00292479	0.000475122	-0.000116148
-5000	-9000	50	-0.000607059	0.000148248	0.0052474	-0.0027687	-0.00592638	0.00294104	0.000521292	-0.000138669	0.99100004	-0.000621144	0.000166994	0.0052674	-0.00278029	-0.00596	0.00295324	0.000522762	-0.00013282
-4000	-9000	50	-0.0005658	0.000142803	0.00510311	-0.00271988	-0.00608371	0.00297879	0.00052751	-0.000146246	0.994711581	-0.00057292	0.000158431	0.00510721	-0.00272349	-0.0061144	0.00298735	0.000535691	-0.000141895
-3000	-9000	50	-0.000448494	0.000114592	0.00489849	-0.00264442	-0.00628316	0.00303716	0.000476536	-0.000136532	0.99925673	-0.000466777	0.000131653	0.00492541	-0.00265823	-0.00625573	0.00302487	0.000484485	-0.000132672
-2000	-9000	50	-0.000292218	7.52E-05	0.00469077	-0.00256187	-0.00633114	0.00304023	0.00035398	-0.000102679	0.981716988	-0.000314741	8.98E-05	0.00476208	-0.0025987	-0.00635486	0.00305187	0.000355506	-9.93E-05
-1000	-9000	50	-0.00019852	5.35E-05	0.00628289	-0.00347393	-0.0108678	0.00522024	0.000311497	-9.36E-05	2.288497453	-0.000138522	3.98E-05	0.0046583	-0.0025604	-0.00641655	0.00307359	0.000164412	-4.61E-05
0	-9000	50	7.50E-05	-2.28E-05	0.00628476	-0.00347119	-0.0108693	0.00522363	-7.30E-05	1.35E-05	2.297074671	4.65E-05	-1.30E-05	0.00463599	-0.00255143	-0.00642445	0.00307617	-5.54E-05	1.62E-05
1000	-9000	50	0.000223716	-5.86E-05	0.0047018	-0.00256717	-0.00631398	0.0030363	-0.000252013	7.58E-05	0.98761101	0.000228902	-6.47E-05	0.00470105	-0.00257571	-0.00639262	0.00306675	-0.000265521	7.54E-05
2000	-9000	50	0.000596462	-0.00015718	0.00723193	-0.00389307	-0.0060009	0.00292765	-0.000402318	0.000118006	1.421642313	0.000395835	-0.000111025	0.00483873	-0.00262615	-0.00631171	0.00304281	-0.000429093	0.000119607
3000	-9000	50	0.000211463	-4.85E-05	0.00218837	-0.00116226	-0.00479955	0.00226038	-0.000396757	0.000103386	0.336036651	0.000527609	-0.000145945	0.00501635	-0.00269079	-0.00618563	0.00300672	-0.000519411	0.000140751
4000	-9000	50	0.000600808	-0.000150033	0.00531285	-0.00280829	-0.00590819	0.00292842	-0.000525004	0.000143729	1.002996858	0.000605681	-0.000163935	0.00519066	-0.00275348	-0.00603478	0.00296961	-0.000535332	0.000139489
5000	-9000	50	0.000599475	-0.000142163	0.00528869	-0.00278062	-0.00583395	0.0029175	-0.000487685	0.000125528	0.984065537	0.000626474	-0.00016487	0.00533305	-0.0028041	-0.00588378	0.002938	-0.000501575	0.000125039
6000	-9000	50	0.000848297	-0.000191182	0.00780503	-0.00412416	-0.00821106	0.00417102	-0.000664123	0.00016288	2.056034535	0.000603962	-0.000153905	0.00543577	-0.0028393	-0.00575315	0.00291172	-0.000446714	0.000106532
7000	-9000	50	0.000778122	-0.000166039	0.00782173	-0.00418677	-0.0105293	0.00537491	-0.000846475	0.000153852	2.661967631	0.000556906	-0.000136873	0.00550439	-0.00286373	-0.00565022	0.00289261	-0.000388751	8.77E-05
8000	-9000	50	0.00046969	-9.18E-05	0.00543549	-0.00283139	-0.00557013	0.00285569	-0.00034558	7.70E-05	0.978091482	0.000499821	-0.000117744	0.00554993	-0.00288053	-0.00557393	0.0028783	-0.000334519	6.96E-05
9000	-9000	50	0.000575808	-0.000113435	0.00753272	-0.00393692	-0.00940139	0.00487464	-0.000515445	0.000100715	2.302478488	0.000441185	-9.89E-05	0.00557919	-0.00289074	-0.00551984	0.0028701	-0.000286489	5.65E-05
-9000	-6000	50	-0.000379931	7.77E-05	0.00378666	-0.00192528	-0.00433764	0.00227258	0.000290913	-7.22E-05	0.541603143	-0.000586849	0.000158725	0.00575245	-0.00292348	-0.00526526	0.00277835	0.000345724	-8.37E-05
-8000	-6000	50	-0.000737404	0.000168516	0.00579027	-0.00293889	-0.00524987	0.00274006	0.000445234	-0.00011845	0.998313687	-0.000735892	0.00021061	0.0057638	-0.00292317	-0.00527949	0.00276604	0.000434262	-0.000110034
-7000	-6000	50	-0.00091584	0.000229	0.00577176	-0.00292391	-0.00529644	0.00273236	0.000561924	-0.000156212	0.995604795	-0.000931555	0.000280802	0.00576795	-0.00291792	-0.00532285	0.00275707	0.000559258	-0.000150721
-6000	-6000	50	-0.00115112	0.000316187	0.00571659	-0.00289037	-0.00540353	0.00274379	0.00074224	-0.000222386	0.989349268	-0.00118487	0.000374826	0.00575358	-0.00290325	-0.00543235	0.00276256	0.000745249	-0.000216476
-5000	-6000	50	-0.0024878	0.000751967	0.00965498	-0.00491334	-0.00961075	0.00476667	0.00175472	-0.000590507	2.886795226	-0.00148584	0.000491138	0.00567206	-0.00285997	-0.00568784	0.00281295	0.00104237	-0.000330988
-4000	-6000	50	-0.00157587	0.000496721	0.00528981	-0.0026911	-0.00621427	0.002954	0.00149898	-0.000530862	0.996545336	-0.0016405	0.000558604	0.00530769	-0.00269242	-0.00623495	0.00297035	0.00150122	-0.000521062
